Product type,SKU,Supplier name,Location,Customer demographics,Customer segment,Transportation modes,Routes,Price,Availability,Number of products sold,Revenue generated,Manufacturing costs,Costs,Profit margin,Order quantities,Lead time,Order date,Shipping date,Delivery date,Shipping times,Defect rates,Inspection results,Manufacturing lead time,Production volumes,Stock levels,Transportation costs
Healthcare,SKU0015,Supplier C,Mumbai,Male,D2C,Sea,Route A,80.65,327,22,1774.3,31.34,689.48,61.14,142,4,2023-04-02,2023-04-05,2023-04-09,4,0.0973,Pass,3,2493,327,132.18
Haircare,SKU0040,Supplier D,Kolkata,Unknown,B2C,Sea,Route B,112.05,214,191,21401.55,55.32,10566.12,50.63,429,20,2023-03-05,2023-03-10,2023-03-30,20,0.0433,Pass,15,2747,214,64.83
Beauty,SKU0014,Supplier E,Delhi,Non-binary,B2B,Sea,Route A,81.0,213,14,1134.0,27.25,381.5,66.36,101,10,2024-02-09,2024-02-10,2024-02-20,10,0.0086,Fail,3,3188,213,390.2
Skincare,SKU0077,Supplier D,Bangalore,Non-binary,B2C,Road,Route B,11.26,137,62,698.12,3.57,221.34,68.29,343,5,2023-10-18,2023-10-20,2023-10-25,5,0.0836,Pass,8,3275,137,173.94
Cosmetics,SKU0064,Supplier D,Delhi,Non-binary,B2B,Air,Route C,51.62,461,53,2735.86,25.52,1352.56,50.56,154,20,2023-10-26,2023-10-30,2023-11-19,20,0.0313,Pass,18,4448,461,160.14
Beauty,SKU0063,Supplier A,Bangalore,Male,D2C,Rail,Route B,65.31,157,36,2351.16,37.58,1352.88,42.46,262,23,2024-02-06,2024-02-09,2024-03-03,23,0.0105,Pass,14,1874,157,282.7
Skincare,SKU0097,Supplier D,Hyderabad,Non-binary,B2C,Air,Route C,14.55,361,91,1324.05,5.08,462.28,65.09,349,23,2024-02-05,2024-02-09,2024-03-03,23,0.0907,Pass,3,377,361,402.93
Cosmetics,SKU0017,Supplier D,Mumbai,Non-binary,B2C,Air,Route C,45.33,61,49,2221.17,30.13,1476.37,33.53,121,11,2023-11-28,2023-12-03,2023-12-14,11,0.0752,Pass,9,1357,61,352.09
Beauty,SKU0038,Supplier D,Ahmedabad,Female,D2C,Road,Route B,138.08,364,264,36453.12,84.19,22226.16,39.03,340,7,2023-05-29,2023-05-31,2023-06-07,7,0.0736,Pass,4,4060,364,109.66
Cosmetics,SKU0049,Supplier A,Bangalore,Male,B2C,Rail,Route A,109.39,375,95,10392.05,36.19,3438.05,66.92,337,6,2024-03-13,2024-03-15,2024-03-21,6,0.0506,Pass,3,4607,375,396.49
Healthcare,SKU0076,Supplier A,Hyderabad,Female,B2B,Road,Route A,144.54,117,97,14020.38,73.33,7113.01,49.27,320,15,2024-03-20,2024-03-22,2024-04-06,15,0.0823,Fail,11,4663,117,378.92
Skincare,SKU0089,Supplier D,Chennai,Unknown,D2C,Rail,Route B,110.83,25,17,1884.11,52.69,895.73,52.46,172,28,2023-06-26,2023-06-30,2023-07-28,28,0.05,Pass,8,1713,25,330.89
Skincare,SKU0016,Supplier C,Kolkata,Unknown,D2C,Air,Route A,43.05,343,252,10848.6,18.88,4757.76,56.14,198,13,2023-04-30,2023-05-01,2023-05-14,13,0.0818,Pass,15,1279,343,387.38
Cosmetics,SKU0036,Supplier E,Ahmedabad,Unknown,B2C,Rail,Route B,99.63,81,28,2789.64,35.26,987.28,64.61,172,17,2023-04-07,2023-04-12,2023-04-29,17,0.0981,Pass,12,3580,81,397.05
Cosmetics,SKU0042,Supplier B,Mumbai,Unknown,D2C,Road,Route B,138.72,110,1,138.72,55.75,55.75,59.81,249,25,2023-03-07,2023-03-12,2023-04-06,25,0.0145,Pass,3,970,110,301.95
Cosmetics,SKU0009,Supplier E,Ahmedabad,Female,D2C,Road,Route A,133.56,195,40,5342.4,89.88,3595.2,32.7,163,5,2024-06-15,2024-06-20,2024-06-25,5,0.0766,Pass,17,4554,195,380.44
Cosmetics,SKU0072,Supplier B,Kolkata,Male,B2B,Air,Route C,80.17,333,176,14109.92,39.79,7003.04,50.37,272,9,2024-04-02,2024-04-05,2024-04-14,9,0.0293,Pass,9,3643,333,232.99
Beauty,SKU0097,Supplier A,Chennai,Non-binary,B2C,Air,Route B,135.87,22,15,2038.05,48.77,731.55,64.11,405,13,2023-02-05,2023-02-06,2023-02-19,13,0.0509,Pass,7,2391,22,96.58
Healthcare,SKU0006,Supplier B,Chennai,Female,D2C,Rail,Route C,6.64,46,14,92.96,3.43,48.02,48.34,139,14,2024-06-15,2024-06-18,2024-07-02,14,0.0439,Fail,11,1169,46,452.79
Haircare,SKU0078,Supplier E,Hyderabad,Male,B2B,Road,Route A,54.76,42,15,821.4,17.44,261.6,68.15,378,1,2024-06-06,2024-06-08,2024-06-09,1,0.0442,Pass,5,3033,42,449.42
Beauty,SKU0018,Supplier C,Delhi,Non-binary,B2B,Rail,Route A,130.98,441,216,28291.68,80.14,17310.24,38.82,248,15,2023-08-10,2023-08-15,2023-08-30,15,0.0968,Pass,7,2881,441,319.95
Cosmetics,SKU0049,Supplier C,Chennai,Male,B2C,Rail,Route C,101.94,446,206,20999.64,43.73,9008.38,57.1,298,26,2023-06-17,2023-06-21,2023-07-17,26,0.0169,Fail,16,4590,446,461.45
Beauty,SKU0010,Supplier E,Delhi,Female,B2C,Air,Route B,51.5,61,16,824.0,35.7,571.2,30.68,70,4,2023-10-03,2023-10-05,2023-10-09,4,0.0982,Pass,13,2606,61,250.02
Skincare,SKU0078,Supplier D,Kolkata,Male,D2C,Road,Route C,32.61,117,69,2250.09,19.5,1345.5,40.2,342,13,2023-09-11,2023-09-12,2023-09-25,13,0.0327,Pass,16,739,117,136.17
Cosmetics,SKU0043,Supplier D,Mumbai,Non-binary,B2B,Air,Route B,56.47,324,291,16432.77,17.61,5124.51,68.82,251,2,2023-04-02,2023-04-05,2023-04-07,2,0.0147,Pass,15,356,324,443.75
Healthcare,SKU0029,Supplier A,Pune,Female,D2C,Sea,Route C,148.93,288,37,5510.41,53.05,1962.85,64.38,466,25,2024-01-23,2024-01-24,2024-02-18,25,0.0054,Pass,11,4764,288,287.37
Skincare,SKU0090,Supplier A,Hyderabad,Male,B2B,Air,Route B,84.01,327,55,4620.55,57.53,3164.15,31.52,439,1,2023-10-16,2023-10-21,2023-10-22,1,0.0341,Pass,3,771,327,97.76
Skincare,SKU0095,Supplier B,Hyderabad,Unknown,D2C,Air,Route B,90.21,130,48,4330.08,40.2,1929.6,55.44,51,19,2024-06-28,2024-07-03,2024-07-22,19,0.0487,Fail,19,1489,130,410.73
Healthcare,SKU0085,Supplier E,Bangalore,Non-binary,B2B,Sea,Route C,44.83,272,48,2151.84,18.05,866.4,59.74,92,12,2023-05-10,2023-05-12,2023-05-24,12,0.0072,Fail,6,1076,272,183.91
Beauty,SKU0091,Supplier E,Pune,Non-binary,B2C,Sea,Route B,9.53,45,41,390.73,3.87,158.67,59.39,197,15,2024-04-13,2024-04-15,2024-04-30,15,0.0771,Fail,18,4933,45,79.88
Skincare,SKU0040,Supplier E,Delhi,Non-binary,B2B,Road,Route A,69.2,87,72,4982.4,37.58,2705.76,45.69,110,22,2023-03-31,2023-04-03,2023-04-25,22,0.0233,Fail,12,2208,87,143.53
Beauty,SKU0074,Supplier A,Bangalore,Unknown,B2B,Rail,Route C,112.03,218,11,1232.33,58.42,642.62,47.85,286,14,2023-02-28,2023-03-01,2023-03-15,14,0.0576,Pass,16,4842,218,75.31
Cosmetics,SKU0064,Supplier B,Ahmedabad,Unknown,B2B,Air,Route C,138.69,307,246,34117.74,93.98,23119.08,32.24,341,25,2024-06-11,2024-06-16,2024-07-11,25,0.0534,Pass,19,4688,307,423.36
Healthcare,SKU0032,Supplier D,Hyderabad,Unknown,B2B,Air,Route A,23.59,226,104,2453.36,13.74,1428.96,41.75,164,6,2024-06-24,2024-06-29,2024-07-05,6,0.0471,Pass,16,1748,226,300.51
Healthcare,SKU0066,Supplier C,Bangalore,Unknown,B2C,Air,Route B,6.96,335,227,1579.92,4.72,1071.44,32.18,199,19,2023-12-28,2023-12-29,2024-01-17,19,0.0985,Fail,3,3599,335,367.7
Healthcare,SKU0070,Supplier C,Delhi,Unknown,B2C,Sea,Route A,83.39,420,167,13926.13,53.56,8944.52,35.77,238,6,2023-05-01,2023-05-04,2023-05-10,6,0.0154,Pass,4,2511,420,97.57
Healthcare,SKU0028,Supplier E,Pune,Unknown,D2C,Rail,Route A,48.22,125,41,1977.02,15.98,655.18,66.86,244,13,2023-11-09,2023-11-14,2023-11-27,13,0.0121,Pass,15,1398,125,213.25
Haircare,SKU0043,Supplier A,Ahmedabad,Male,B2C,Air,Route B,104.1,466,53,5517.3,66.26,3511.78,36.35,307,8,2023-11-02,2023-11-05,2023-11-13,8,0.0778,Pass,13,3972,466,359.35
Haircare,SKU0056,Supplier A,Mumbai,Female,B2C,Road,Route B,134.76,10,0,0.0,41.76,0.0,0.0,175,7,2024-05-18,2024-05-20,2024-05-27,7,0.065,Pass,16,2072,10,315.18
Healthcare,SKU0029,Supplier B,Chennai,Non-binary,B2C,Rail,Route A,13.93,274,122,1699.46,5.57,679.54,60.01,99,26,2024-04-26,2024-04-30,2024-05-26,26,0.0686,Pass,14,4218,274,331.69
Cosmetics,SKU0057,Supplier C,Mumbai,Non-binary,D2C,Rail,Route A,73.01,253,196,14309.96,41.46,8126.16,43.21,363,11,2024-03-25,2024-03-27,2024-04-07,11,0.0217,Pass,19,3082,253,199.73
Haircare,SKU0025,Supplier B,Mumbai,Unknown,B2C,Sea,Route A,66.51,310,44,2926.44,28.06,1234.64,57.81,101,12,2023-10-19,2023-10-20,2023-11-01,12,0.0516,Pass,5,1748,310,294.53
Beauty,SKU0086,Supplier B,Ahmedabad,Unknown,D2C,Rail,Route C,17.46,265,231,4033.26,7.96,1838.76,54.41,486,15,2023-09-30,2023-10-01,2023-10-16,15,0.069,Fail,6,4786,265,116.82
Beauty,SKU0065,Supplier C,Pune,Male,B2B,Air,Route A,19.59,450,73,1430.07,11.39,831.47,41.86,178,15,2024-02-03,2024-02-05,2024-02-20,15,0.0888,Pass,14,4708,450,257.05
Haircare,SKU0099,Supplier E,Kolkata,Unknown,D2C,Road,Route B,135.03,292,284,38348.52,47.39,13458.76,64.9,427,25,2023-08-31,2023-09-01,2023-09-26,25,0.028,Pass,19,1854,292,398.9
Skincare,SKU0063,Supplier C,Chennai,Female,D2C,Air,Route A,143.57,175,130,18664.1,57.77,7510.1,59.76,326,23,2023-03-26,2023-03-30,2023-04-22,23,0.0557,Pass,11,4795,175,425.11
Haircare,SKU0090,Supplier A,Chennai,Unknown,D2C,Road,Route C,77.1,28,14,1079.4,35.61,498.54,53.81,110,23,2023-09-11,2023-09-15,2023-10-08,23,0.0608,Pass,16,4116,28,194.22
Cosmetics,SKU0025,Supplier E,Bangalore,Female,B2C,Road,Route B,127.6,368,141,17991.6,57.86,8158.26,54.66,445,12,2023-06-02,2023-06-04,2023-06-16,12,0.0373,Pass,8,1546,368,342.85
Beauty,SKU0003,Supplier B,Pune,Unknown,B2C,Sea,Route C,53.45,284,197,10529.65,28.49,5612.53,46.7,402,16,2023-07-24,2023-07-25,2023-08-10,16,0.002,Pass,12,571,284,273.73
Beauty,SKU0055,Supplier B,Hyderabad,Male,B2C,Road,Route B,6.85,478,76,520.6,2.2,167.2,67.88,482,3,2024-05-05,2024-05-06,2024-05-09,3,0.0095,Fail,15,1091,478,247.76
Haircare,SKU0092,Supplier C,Hyderabad,Male,B2B,Road,Route A,41.2,481,247,10176.4,26.92,6649.24,34.66,376,5,2024-03-04,2024-03-06,2024-03-11,5,0.0958,Pass,15,1824,481,99.21
Healthcare,SKU0037,Supplier C,Delhi,Unknown,B2B,Sea,Route B,29.69,443,95,2820.55,14.89,1414.55,49.85,162,24,2024-04-28,2024-05-01,2024-05-25,24,0.0604,Pass,10,1586,443,145.78
Haircare,SKU0015,Supplier C,Chennai,Non-binary,B2C,Sea,Route C,83.72,417,120,10046.4,32.66,3919.2,60.99,434,5,2023-04-10,2023-04-11,2023-04-16,5,0.0792,Pass,3,388,417,236.75
Cosmetics,SKU0031,Supplier E,Hyderabad,Male,B2B,Air,Route C,31.96,15,4,127.84,11.03,44.12,65.49,136,13,2023-10-10,2023-10-12,2023-10-25,13,0.0023,Fail,12,4207,15,269.74
Cosmetics,SKU0076,Supplier A,Kolkata,Male,B2B,Sea,Route B,113.51,328,130,14756.3,57.02,7412.6,49.77,228,28,2023-07-15,2023-07-17,2023-08-14,28,0.0369,Fail,16,992,328,481.6
Skincare,SKU0006,Supplier B,Bangalore,Non-binary,D2C,Sea,Route B,93.84,480,241,22615.44,44.2,10652.2,52.9,161,24,2023-05-11,2023-05-13,2023-06-06,24,0.0846,Fail,17,4612,480,88.09
Skincare,SKU0009,Supplier A,Pune,Female,D2C,Sea,Route C,126.86,84,38,4820.68,80.21,3047.98,36.77,330,20,2024-05-09,2024-05-13,2024-06-02,20,0.0827,Pass,4,4470,84,136.34
Beauty,SKU0073,Supplier C,Kolkata,Unknown,D2C,Road,Route A,90.68,489,232,21037.76,43.85,10173.2,51.64,138,10,2023-03-04,2023-03-06,2023-03-16,10,0.0961,Fail,5,2234,489,163.66
Skincare,SKU0072,Supplier E,Pune,Female,B2B,Road,Route A,142.12,153,7,994.84,68.19,477.33,52.02,460,17,2024-02-04,2024-02-08,2024-02-25,17,0.0631,Pass,16,4163,153,278.55
Cosmetics,SKU0066,Supplier B,Kolkata,Non-binary,B2B,Sea,Route C,55.69,30,22,1225.18,37.2,818.4,33.2,81,29,2024-04-11,2024-04-16,2024-05-15,29,0.0894,Pass,4,3127,30,173.66
Haircare,SKU0022,Supplier E,Mumbai,Non-binary,B2B,Air,Route B,95.24,32,9,857.16,34.99,314.91,63.26,397,16,2023-08-18,2023-08-19,2023-09-04,16,0.0008,Pass,18,3230,32,371.47
Beauty,SKU0083,Supplier C,Kolkata,Male,D2C,Sea,Route C,107.3,495,274,29400.2,61.2,16768.8,42.96,332,21,2023-09-12,2023-09-14,2023-10-05,21,0.072,Pass,15,1131,495,290.55
Cosmetics,SKU0011,Supplier C,Hyderabad,Non-binary,B2C,Road,Route C,37.2,124,122,4538.4,14.02,1710.44,62.31,488,1,2023-09-28,2023-09-30,2023-10-01,1,0.0074,Fail,18,4884,124,71.53
Healthcare,SKU0094,Supplier C,Delhi,Male,D2C,Road,Route C,22.05,338,135,2976.75,13.1,1768.5,40.59,232,3,2023-10-14,2023-10-16,2023-10-19,3,0.0231,Pass,3,1269,338,350.61
Skincare,SKU0057,Supplier C,Delhi,Female,D2C,Rail,Route A,126.89,230,15,1903.35,78.96,1184.4,37.77,383,16,2023-08-14,2023-08-17,2023-09-02,16,0.0881,Pass,18,3331,230,190.93
Skincare,SKU0048,Supplier B,Pune,Unknown,B2B,Rail,Route A,62.59,399,28,1752.52,41.97,1175.16,32.94,396,16,2023-06-01,2023-06-05,2023-06-21,16,0.0051,Pass,10,1896,399,247.12
Beauty,SKU0094,Supplier B,Ahmedabad,Non-binary,B2B,Air,Route B,18.38,258,226,4153.88,10.3,2327.8,43.96,442,1,2023-07-04,2023-07-07,2023-07-08,1,0.0513,Pass,9,3344,258,248.2
Cosmetics,SKU0019,Supplier B,Mumbai,Unknown,D2C,Rail,Route A,92.47,225,45,4161.15,60.39,2717.55,34.69,143,3,2023-03-15,2023-03-19,2023-03-22,3,0.0838,Pass,12,2620,225,97.04
Cosmetics,SKU0078,Supplier B,Kolkata,Male,B2B,Road,Route C,146.28,40,33,4827.24,53.52,1766.16,63.41,305,23,2023-04-13,2023-04-17,2023-05-10,23,0.0263,Fail,6,2071,40,338.09
Healthcare,SKU0099,Supplier B,Delhi,Male,B2B,Road,Route C,90.81,375,177,16073.37,47.92,8481.84,47.23,185,21,2023-03-27,2023-03-30,2023-04-20,21,0.089,Pass,19,3951,375,388.58
Haircare,SKU0018,Supplier A,Delhi,Female,B2C,Sea,Route B,108.87,460,94,10233.78,69.67,6548.98,36.01,265,29,2024-05-06,2024-05-11,2024-06-09,29,0.0156,Fail,7,4737,460,428.82
Beauty,SKU0070,Supplier B,Kolkata,Male,B2B,Road,Route C,56.84,88,18,1023.12,36.05,648.9,36.58,342,16,2023-10-01,2023-10-06,2023-10-22,16,0.0726,Pass,15,3459,88,204.05
Haircare,SKU0019,Supplier A,Pune,Female,B2C,Rail,Route A,86.4,109,71,6134.4,43.64,3098.44,49.49,59,11,2023-01-02,2023-01-04,2023-01-15,11,0.0986,Pass,7,3248,109,387.19
Haircare,SKU0088,Supplier C,Delhi,Female,B2B,Air,Route A,43.7,487,130,5681.0,23.86,3101.8,45.4,281,3,2024-01-29,2024-01-30,2024-02-02,3,0.053,Fail,9,949,487,382.83
Haircare,SKU0079,Supplier C,Mumbai,Male,B2B,Air,Route A,113.35,496,295,33438.25,67.48,19906.6,40.47,196,1,2023-12-08,2023-12-09,2023-12-10,1,0.057,Pass,13,4338,496,447.11
Skincare,SKU0077,Supplier E,Hyderabad,Non-binary,D2C,Sea,Route B,23.39,234,114,2666.46,10.24,1167.36,56.22,133,13,2023-07-05,2023-07-09,2023-07-22,13,0.069,Pass,7,2632,234,370.07
Healthcare,SKU0085,Supplier C,Ahmedabad,Male,B2B,Air,Route B,9.86,86,13,128.18,3.08,40.04,68.76,224,8,2024-01-13,2024-01-16,2024-01-24,8,0.0049,Pass,11,1176,86,52.94
Beauty,SKU0093,Supplier D,Ahmedabad,Unknown,D2C,Sea,Route A,52.37,315,111,5813.07,30.28,3361.08,42.18,499,5,2024-05-04,2024-05-05,2024-05-10,5,0.0145,Pass,15,4118,315,241.65
Healthcare,SKU0024,Supplier C,Bangalore,Unknown,B2C,Rail,Route C,85.34,18,0,0.0,44.96,0.0,0.0,499,8,2024-01-30,2024-02-02,2024-02-10,8,0.011,Pass,18,2734,18,112.87
Skincare,SKU0018,Supplier E,Hyderabad,Unknown,D2C,Rail,Route C,107.59,434,106,11404.54,38.35,4065.1,64.36,186,28,2023-09-09,2023-09-13,2023-10-11,28,0.0527,Fail,18,2754,434,414.56
Cosmetics,SKU0011,Supplier B,Pune,Male,B2B,Sea,Route A,96.91,468,89,8624.99,51.55,4587.95,46.81,73,27,2024-03-07,2024-03-12,2024-04-08,27,0.0727,Pass,7,1179,468,321.69
Beauty,SKU0072,Supplier A,Hyderabad,Male,B2C,Sea,Route A,111.71,119,50,5585.5,41.17,2058.5,63.15,238,18,2024-04-30,2024-05-02,2024-05-20,18,0.0599,Pass,3,519,119,186.19
Haircare,SKU0071,Supplier D,Bangalore,Female,B2B,Air,Route A,27.95,136,37,1034.15,15.87,587.19,43.22,394,1,2024-03-07,2024-03-09,2024-03-10,1,0.0565,Pass,8,1461,136,446.77
Beauty,SKU0090,Supplier D,Kolkata,Male,D2C,Road,Route B,33.48,14,7,234.36,19.6,137.2,41.46,106,13,2024-03-10,2024-03-13,2024-03-26,13,0.0392,Pass,15,402,14,492.16
Cosmetics,SKU0019,Supplier B,Kolkata,Female,B2B,Road,Route C,54.12,437,28,1515.36,23.26,651.28,57.02,299,22,2024-01-10,2024-01-12,2024-02-03,22,0.0249,Pass,12,2614,437,153.41
Skincare,SKU0061,Supplier B,Bangalore,Unknown,B2C,Sea,Route B,96.43,429,162,15621.66,46.5,7533.0,51.78,377,13,2023-05-24,2023-05-29,2023-06-11,13,0.0518,Pass,14,927,429,179.73
Healthcare,SKU0020,Supplier C,Mumbai,Female,B2B,Rail,Route B,46.59,6,5,232.95,31.2,156.0,33.03,302,23,2023-03-03,2023-03-04,2023-03-27,23,0.0342,Pass,3,4455,6,355.51
Skincare,SKU0074,Supplier E,Chennai,Unknown,B2B,Sea,Route A,92.52,346,226,20909.52,33.84,7647.84,63.42,413,28,2024-05-28,2024-05-31,2024-06-28,28,0.0937,Pass,3,4194,346,133.96
Cosmetics,SKU0096,Supplier D,Bangalore,Female,B2C,Air,Route C,22.84,424,233,5321.72,10.33,2406.89,54.77,208,13,2023-08-05,2023-08-09,2023-08-22,13,0.0318,Pass,14,254,424,373.76
Cosmetics,SKU0089,Supplier E,Mumbai,Unknown,B2C,Air,Route A,8.03,376,230,1846.9,3.95,908.5,50.81,266,17,2024-04-24,2024-04-28,2024-05-15,17,0.0615,Pass,7,997,376,153.46
Haircare,SKU0035,Supplier D,Delhi,Non-binary,D2C,Sea,Route A,141.38,444,234,33082.92,96.32,22538.88,31.87,275,11,2023-04-22,2023-04-23,2023-05-04,11,0.0631,Pass,12,665,444,235.33
Beauty,SKU0070,Supplier C,Bangalore,Male,B2C,Air,Route C,70.49,349,75,5286.75,33.46,2509.5,52.53,373,3,2023-04-20,2023-04-21,2023-04-24,3,0.0184,Pass,6,1289,349,92.78
Beauty,SKU0035,Supplier A,Delhi,Unknown,B2B,Road,Route B,81.59,174,0,0.0,47.06,0.0,0.0,450,3,2023-03-29,2023-04-03,2023-04-06,3,0.0606,Pass,11,3846,174,261.99
Healthcare,SKU0046,Supplier C,Kolkata,Non-binary,B2C,Sea,Route A,24.1,439,110,2651.0,15.25,1677.5,36.72,193,13,2023-10-17,2023-10-21,2023-11-03,13,0.0615,Pass,15,1799,439,65.0
Healthcare,SKU0095,Supplier C,Pune,Male,D2C,Rail,Route B,22.16,297,232,5141.12,9.27,2150.64,58.17,284,7,2024-05-30,2024-05-31,2024-06-07,7,0.079,Pass,12,1491,297,110.86
Cosmetics,SKU0021,Supplier A,Chennai,Male,D2C,Air,Route A,64.14,231,104,6670.56,20.66,2148.64,67.79,129,11,2023-06-05,2023-06-09,2023-06-20,11,0.0197,Pass,14,831,231,56.53
Beauty,SKU0058,Supplier B,Hyderabad,Non-binary,D2C,Rail,Route A,146.11,201,113,16510.43,61.23,6918.99,58.09,163,18,2023-05-15,2023-05-18,2023-06-05,18,0.0984,Pass,13,3818,201,427.64
Skincare,SKU0079,Supplier B,Delhi,Male,B2B,Air,Route B,141.33,2,0,0.0,43.27,0.0,0.0,417,2,2023-03-18,2023-03-20,2023-03-22,2,0.0871,Fail,6,2140,2,224.17
Cosmetics,SKU0013,Supplier A,Ahmedabad,Non-binary,B2B,Road,Route B,11.49,165,25,287.25,5.8,145.0,49.52,80,11,2024-04-10,2024-04-13,2024-04-24,11,0.0094,Pass,5,2547,165,272.37
Cosmetics,SKU0012,Supplier C,Hyderabad,Non-binary,B2C,Sea,Route B,60.65,145,110,6671.5,21.85,2403.5,63.97,460,5,2023-03-14,2023-03-16,2023-03-21,5,0.04,Fail,15,2694,145,410.74
Beauty,SKU0006,Supplier A,Ahmedabad,Unknown,D2C,Air,Route B,128.07,380,20,2561.4,55.05,1101.0,57.02,388,20,2024-01-08,2024-01-11,2024-01-31,20,0.0408,Fail,15,2852,380,171.1
Haircare,SKU0048,Supplier E,Hyderabad,Non-binary,D2C,Road,Route C,148.85,87,79,11759.15,49.87,3939.73,66.5,284,25,2023-03-27,2023-03-31,2023-04-25,25,0.0811,Fail,13,4390,87,351.13
Healthcare,SKU0020,Supplier B,Kolkata,Female,D2C,Rail,Route A,67.67,134,0,0.0,38.72,0.0,0.0,392,17,2023-04-18,2023-04-21,2023-05-08,17,0.0245,Fail,8,1604,134,262.77
Beauty,SKU0086,Supplier D,Ahmedabad,Unknown,D2C,Rail,Route A,68.26,350,50,3413.0,43.78,2189.0,35.86,204,17,2023-04-06,2023-04-09,2023-04-26,17,0.0261,Fail,10,3652,350,332.84
Healthcare,SKU0051,Supplier B,Mumbai,Non-binary,B2B,Sea,Route B,18.77,355,196,3678.92,8.16,1599.36,56.53,439,23,2024-03-19,2024-03-21,2024-04-13,23,0.0597,Fail,15,2176,355,250.3
Cosmetics,SKU0090,Supplier D,Delhi,Unknown,B2B,Air,Route B,149.74,206,23,3444.02,83.72,1925.56,44.09,474,23,2024-05-02,2024-05-03,2024-05-26,23,0.0563,Pass,19,1563,206,123.76
Beauty,SKU0073,Supplier B,Hyderabad,Male,B2C,Rail,Route B,25.43,157,54,1373.22,17.29,933.66,32.01,440,19,2023-02-02,2023-02-07,2023-02-26,19,0.0279,Fail,17,649,157,85.54
Beauty,SKU0003,Supplier A,Delhi,Female,B2B,Air,Route A,134.6,254,207,27862.2,94.21,19501.47,30.01,220,2,2024-03-09,2024-03-12,2024-03-14,2,0.088,Pass,9,855,254,67.37
Haircare,SKU0039,Supplier D,Mumbai,Non-binary,B2B,Road,Route A,147.38,127,92,13558.96,60.42,5558.64,59.0,207,12,2024-04-07,2024-04-11,2024-04-23,12,0.0031,Pass,7,4929,127,321.86
Skincare,SKU0022,Supplier C,Chennai,Unknown,B2C,Air,Route C,97.37,157,2,194.74,64.84,129.68,33.41,98,27,2023-07-23,2023-07-26,2023-08-22,27,0.0036,Fail,11,2509,157,464.78
Skincare,SKU0002,Supplier C,Pune,Non-binary,D2C,Sea,Route A,44.23,437,126,5572.98,25.45,3206.7,42.46,57,5,2023-07-23,2023-07-24,2023-07-29,5,0.0211,Pass,12,2416,437,189.38
Beauty,SKU0064,Supplier D,Bangalore,Non-binary,D2C,Road,Route B,118.67,162,60,7120.2,42.1,2526.0,64.52,463,22,2023-11-21,2023-11-22,2023-12-14,22,0.066,Fail,14,3685,162,152.79
Beauty,SKU0005,Supplier D,Mumbai,Female,D2C,Rail,Route A,86.18,193,130,11203.4,35.93,4670.9,58.31,261,16,2023-08-12,2023-08-14,2023-08-30,16,0.026,Fail,12,372,193,380.95
Haircare,SKU0087,Supplier B,Delhi,Male,B2C,Sea,Route C,138.77,248,22,3052.94,87.21,1918.62,37.16,51,24,2023-01-15,2023-01-18,2023-02-11,24,0.0062,Pass,4,4700,248,362.08
Healthcare,SKU0053,Supplier D,Ahmedabad,Unknown,D2C,Sea,Route A,102.56,240,140,14358.4,58.54,8195.6,42.92,249,4,2024-02-25,2024-02-28,2024-03-03,4,0.0221,Pass,12,4687,240,262.95
Beauty,SKU0048,Supplier D,Pune,Unknown,B2C,Sea,Route C,134.64,201,22,2962.08,72.12,1586.64,46.43,410,3,2023-07-01,2023-07-06,2023-07-09,3,0.0336,Pass,16,2999,201,153.54
Skincare,SKU0012,Supplier C,Mumbai,Unknown,B2B,Rail,Route C,38.01,455,70,2660.7,20.69,1448.3,45.57,292,6,2023-04-17,2023-04-18,2023-04-24,6,0.0059,Pass,16,181,455,160.53
Cosmetics,SKU0082,Supplier E,Mumbai,Non-binary,B2C,Air,Route A,44.01,485,9,396.09,30.45,274.05,30.81,241,27,2024-03-30,2024-04-04,2024-05-01,27,0.0973,Pass,17,4257,485,473.97
Skincare,SKU0015,Supplier E,Pune,Non-binary,B2C,Rail,Route C,121.84,94,34,4142.56,43.31,1472.54,64.45,298,1,2023-07-20,2023-07-24,2023-07-25,1,0.087,Pass,14,4016,94,100.76
Skincare,SKU0029,Supplier A,Hyderabad,Non-binary,B2C,Rail,Route C,117.2,434,135,15822.0,50.53,6821.55,56.89,344,4,2024-06-03,2024-06-06,2024-06-10,4,0.0643,Pass,6,4370,434,334.3
Beauty,SKU0005,Supplier A,Pune,Non-binary,D2C,Sea,Route B,29.61,484,104,3079.44,12.83,1334.32,56.67,194,2,2023-01-16,2023-01-17,2023-01-19,2,0.0481,Pass,4,3246,484,144.19
Beauty,SKU0031,Supplier E,Pune,Male,D2C,Rail,Route A,65.15,281,65,4234.75,26.91,1749.15,58.7,235,29,2024-02-05,2024-02-07,2024-03-07,29,0.0331,Fail,17,882,281,324.29
Skincare,SKU0041,Supplier B,Pune,Female,B2B,Air,Route C,140.0,184,16,2240.0,47.91,766.56,65.78,341,28,2024-06-13,2024-06-15,2024-07-13,28,0.0214,Fail,3,4058,184,347.33
Healthcare,SKU0098,Supplier E,Pune,Non-binary,B2B,Road,Route A,110.8,73,67,7423.6,52.89,3543.63,52.27,303,22,2023-09-24,2023-09-29,2023-10-21,22,0.0863,Pass,13,3136,73,302.45
